"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"GRMZM2G322385","Z. mays","Sobic.010G160800","S. bicolor","many-to-many","47238833","47237088","131461949","131460635","7","Chr10","","",
"GRMZM2G322390","Z. mays","Sobic.003G158800","S. bicolor","many-to-many","18238468","18235961","131455970","131453012","7","Chr03","","",
"GRMZM2G322390","Z. mays","Sobic.004G063800","S. bicolor","many-to-many","5146455","5145537","131455970","131453012","7","Chr04","","",
"GRMZM2G322413","Z. mays","Sobic.002G415500","S. bicolor","one-to-one","76226934","76223220","172772631","172768124","7","Chr02","","similar to 60S ribosomal protein L18, putative, expressed",
"GRMZM2G322490","Z. mays","Sobic.001G443700","S. bicolor","one-to-many","64904984","64904034","40558137","40556783","8","Chr01","","",
"GRMZM2G322490","Z. mays","Sobic.003G164500","S. bicolor","one-to-many","20981769","20981131","40558137","40556783","8","Chr03","","weakly similar to Myb-like DNA-binding domain containing protein, expressed",
"GRMZM2G322506","Z. mays","Sobic.006G191100","S. bicolor","one-to-one","55492253","55486661","134683873","134678381","10","Chr06","","",
"GRMZM2G322547","Z. mays","Sobic.002G416100","S. bicolor","one-to-one","76289656","76288228","172785302","172784210","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G322582","Z. mays","Sobic.006G190300","S. bicolor","one-to-one","55373833","55371078","134610448","134608230","10","Chr06","","similar to Protein kinase domain containing protein, expressed",
"GRMZM2G322593","Z. mays","Sobic.004G112100","S. bicolor","one-to-one","11143643","11135110","226271089","226265939","4","Chr04","","",
"GRMZM2G322618","Z. mays","Sobic.002G396400","S. bicolor","one-to-one","74788575","74786560","214664742","214663333","2","Chr02","","similar to Os07g0645000 protein",
"GRMZM2G322634","Z. mays","Sobic.006G193500","S. bicolor","one-to-one","55619007","55617330","135072622","135069307","10","Chr06","","similar to H0307D04.4 protein",
"GRMZM2G322641","Z. mays","Sobic.002G055100","S. bicolor","one-to-one","5274246","5272344","234097062","234094992","2","Chr02","","similar to Os07g0181800 protein",
"GRMZM2G322661","Z. mays","Sobic.002G123000","S. bicolor","one-to-one","16419753","16407334","169343228","169334742","2","Chr02","","similar to Os07g0452400 protein",
"GRMZM2G322728","Z. mays","Sobic.003G319500","S. bicolor","one-to-one","64728552","64723677","190518813","190513304","3","Chr03","","",
"GRMZM2G322748","Z. mays","Sobic.007G183500","S. bicolor","one-to-one","60412756","60409247","196728930","196725204","1","Chr07","","similar to Os08g0543000 protein",
"GRMZM2G322817","Z. mays","Sobic.006G194300","S. bicolor","one-to-one","55684577","55682126","14234354","14233437","2","Chr06","","similar to H0307D04.13 protein",
"GRMZM2G322819","Z. mays","Sobic.006G177800","S. bicolor","one-to-one","54183370","54177980","18489852","18485669","2","Chr06","","similar to OSJNBa0084K11.14 protein",
"GRMZM2G322844","Z. mays","Sobic.005G134600","S. bicolor","one-to-one","48618582","48599134","224396815","224390336","2","Chr05","","",
"GRMZM2G322866","Z. mays","Sobic.010G201100","S. bicolor","one-to-one","54131924","54130661","97504440","97503731","6","Chr10","","weakly similar to Putative uncharacterized protein",
"GRMZM2G322888","Z. mays","Sobic.010G200600","S. bicolor","one-to-one","54107201","54103405","97545926","97544690","6","Chr10","","",
"GRMZM2G322892","Z. mays","Sobic.010G200000","S. bicolor","one-to-one","54037316","54034789","97549452","97546992","6","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G322917","Z. mays","Sobic.001G375800","S. bicolor","one-to-one","59225036","59223784","57564311","57563555","1","Chr01","","similar to Expressed protein",
"GRMZM2G322953","Z. mays","Sobic.009G152700","S. bicolor","one-to-one","50931815","50927931","100385781","100382637","8","Chr09","","similar to Fructose-1,6-bisphosphatase 2",
"GRMZM2G323013","Z. mays","Sobic.004G305000","S. bicolor","one-to-one","63678129","63675959","208978095","208973869","5","Chr04","","similar to RING/C3HC4/PHD zinc finger-like protein",
"GRMZM2G323024","Z. mays","Sobic.006G264900","S. bicolor","one-to-one","60827825","60822020","147396098","147389924","10","Chr06","","similar to Magnesium-chelatase subunit H family protein, expressed",
"GRMZM2G323261","Z. mays","Sobic.001G011800","S. bicolor","one-to-one","1019772","1015206","298377836","298374582","1","Chr01","","similar to Os03g0850300 protein",
"GRMZM2G323309","Z. mays","Sobic.006G120200","S. bicolor","one-to-one","49598336","49596209","38200016","38197851","2","Chr06","","similar to Putative uncharacterized protein",
"GRMZM2G323353","Z. mays","Sobic.003G026900","S. bicolor","one-to-one","2335494","2331587","4888953","4883484","3","Chr03","","Predicted protein",
"GRMZM2G323387","Z. mays","Sobic.009G224200","S. bicolor","one-to-one","56643622","56642396","65490995","65489936","8","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G323418","Z. mays","Sobic.010G034300","S. bicolor","one-to-one","2795687","2794362","20165966","20163896","9","Chr10","","similar to Pectate lyase homolog",
"GRMZM2G323456","Z. mays","Sobic.009G128700","S. bicolor","one-to-one","48242407","48241404","87235437","87235153","8","Chr09","","similar to Os05g0395400 protein",
"GRMZM2G323499","Z. mays","Sobic.002G002600","S. bicolor","one-to-one","362142","359107","955035","952700","7","Chr02","","similar to Putative RNA-binding protein homolog",
"GRMZM2G323504","Z. mays","Sobic.002G228200","S. bicolor","one-to-one","61940493","61938639","187468109","187466682","2","Chr02","","",
"GRMZM2G323553","Z. mays","Sobic.004G076400","S. bicolor","one-to-many","6257302","6256194","124276933","124275861","5","Chr04","","Predicted protein",
"GRMZM2G323553","Z. mays","Sobic.004G076600","S. bicolor","one-to-many","6298607","6297492","124276933","124275861","5","Chr04","","Predicted protein",
"GRMZM2G323558","Z. mays","Sobic.003G114900","S. bicolor","one-to-one","10387472","10386966","5722217","5720895","8","Chr03","","similar to Putative uncharacterized protein P0503G09.12",
"GRMZM2G323622","Z. mays","Sobic.003G292700","S. bicolor","one-to-one","62553935","62545378","199098676","199091359","3","Chr03","","similar to Putative kinesin heavy chain",
"GRMZM2G323679","Z. mays","Sobic.006G134900","S. bicolor","one-to-one","50712411","50710694","33267574","33266050","2","Chr06","","",
"GRMZM2G323719","Z. mays","Sobic.004G295400","S. bicolor","one-to-one","62834159","62833122","152425563","152424196","4","Chr04","","similar to Acetylglutamate kinase-like protein",
"GRMZM2G323731","Z. mays","Sobic.003G175000","S. bicolor","one-to-one","42476124","42471256","56644474","56640727","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G323754","Z. mays","Sobic.006G035300","S. bicolor","one-to-one","10569405","10528955","105256501","105227745","10","Chr06","","similar to Os04g0298600 protein",
"GRMZM2G323757","Z. mays","Sobic.009G131400","S. bicolor","one-to-one","48530388","48528383","145685767","145684161","6","Chr09","","",
"GRMZM2G323828","Z. mays","Sobic.002G394400","S. bicolor","one-to-one","74668708","74665415","214502113","214500192","2","Chr02","","similar to Os07g0642600 protein",
"GRMZM2G323830","Z. mays","Sobic.001G510300","S. bicolor","one-to-one","70614397","70611968","8653430","8651403","1","Chr01","","similar to Cytochrome P450 family protein, expressed",
"GRMZM2G323844","Z. mays","Sobic.006G087200","S. bicolor","one-to-one","46550291","46546127","49054540","49050749","2","Chr06","","similar to H0525C06.1 protein",
"GRMZM2G323888","Z. mays","Sobic.009G064000","S. bicolor","one-to-one","6834046","6832120","128649046","128648202","6","Chr09","","similar to Putative uncharacterized protein OSJNBa0029B02.7",
"GRMZM2G323912","Z. mays","Sobic.002G268400","S. bicolor","one-to-one","65226859","65215226","141045515","141038459","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G323925","Z. mays","Sobic.009G019500","S. bicolor","many-to-one","1758062","1757002","132559323","132558294","8","Chr09","","",
"GRMZM2G323936","Z. mays","Sobic.008G114900","S. bicolor","one-to-one","44955282","44952349","134045576","134042854","3","Chr08","","similar to Rac GTPase activating protein 3, putative, expressed",
"GRMZM2G323938","Z. mays","Sobic.009G173900","S. bicolor","one-to-one","52952536","52952024","154346635","154346132","6","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G323943","Z. mays","Sobic.001G139700","S. bicolor","one-to-one","11075541","11074155","257205501","257204359","1","Chr01","","Predicted protein",
"GRMZM2G324111","Z. mays","Sobic.004G109600","S. bicolor","one-to-one","10651478","10650160","143203171","143202322","5","Chr04","","",
"GRMZM2G324131","Z. mays","Sobic.008G051500","S. bicolor","one-to-many","5113701","5111972","9537066","9535051","10","Chr08","","",
"GRMZM2G324131","Z. mays","Sobic.008G051700","S. bicolor","one-to-many","5138184","5130007","9537066","9535051","10","Chr08","","Predicted protein",
"GRMZM2G324157","Z. mays","Sobic.008G066000","S. bicolor","one-to-one","7378715","7376901","138768235","138767108","3","Chr08","","similar to Putative cyclin-dependent kinase F-2",
"GRMZM2G324231","Z. mays","Sobic.008G034000","S. bicolor","one-to-one","3130955","3128397","4824119","4822449","10","Chr08","","weakly similar to Expressed protein",
"GRMZM2G324248","Z. mays","Sobic.010G207200","S. bicolor","one-to-one","54748049","54746474","94153254","94152458","9","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G324297","Z. mays","Sobic.010G160400","S. bicolor","one-to-one","47149281","47142859","62368297","62365937","9","Chr10","","similar to Putative arogenate dehydrogenase isoform 2",
"GRMZM2G324314","Z. mays","Sobic.006G216600","S. bicolor","many-to-one","57374287","57371681","138945687","138942651","2","Chr06","","similar to 60S ribosomal protein L3",
"GRMZM2G324375","Z. mays","Sobic.010G113800","S. bicolor","one-to-one","11911018","11909704","116207071","116206196","6","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G324462","Z. mays","Sobic.010G139500","S. bicolor","one-to-one","23927222","23919751","122447258","122437646","6","Chr10","","similar to Putative phospholipid-transporting ATPase 9",
"GRMZM2G324466","Z. mays","Sobic.006G124100","S. bicolor","many-to-one","49875600","49871900","235436520","235434672","2","Chr06","","similar to Os07g0503500 protein",
"GRMZM2G324471","Z. mays","Sobic.002G035900","S. bicolor","one-to-one","3395750","3392047","235395163","235391940","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G324478","Z. mays","Sobic.001G454600","S. bicolor","one-to-one","65915563","65915042","146729396","146728731","9","Chr01","","",
"GRMZM2G324507","Z. mays","Sobic.002G037700","S. bicolor","one-to-one","3727624","3717208","235389590","235381912","2","Chr02","","similar to Os07g0154400 protein",
"GRMZM2G324544","Z. mays","Sobic.002G037600","S. bicolor","one-to-one","3717029","3716772","235378069","235377561","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G324640","Z. mays","Sobic.005G196500","S. bicolor","many-to-one","58569700","58563430","260127265","260124759","1","Chr05","","weakly similar to Expressed protein",
"GRMZM2G324643","Z. mays","Sobic.007G019500","S. bicolor","one-to-one","1828164","1826328","37604582","37602663","4","Chr07","","",
"GRMZM2G324671","Z. mays","Sobic.009G035400","S. bicolor","many-to-one","3283589","3281054","34946112","34942341","4","Chr09","","",
"GRMZM2G324767","Z. mays","Sobic.006G226000","S. bicolor","one-to-one","58065863","58064459","143142817","143142000","10","Chr06","","similar to OSJNBa0089N06.15 protein",
"GRMZM2G324781","Z. mays","Sobic.006G225900","S. bicolor","one-to-one","58064433","58057285","143140377","143135357","10","Chr06","","",
"GRMZM2G324860","Z. mays","Sobic.006G001400","S. bicolor","one-to-one","259166","246458","230091000","230085734","2","Chr06","","",
"GRMZM2G324863","Z. mays","Sobic.004G027300","S. bicolor","one-to-one","2200376","2195452","239553645","239549196","4","Chr04","","",
"GRMZM2G324886","Z. mays","Sobic.003G301000","S. bicolor","one-to-one","63222579","63218703","196088773","196083502","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G324903","Z. mays","Sobic.003G182800","S. bicolor","one-to-one","48324107","48321253","58840227","58838246","8","Chr03","","similar to Putative MtN3",
"GRMZM2G324956","Z. mays","Sobic.004G026300","S. bicolor","one-to-one","2107172","2105015","239529824","239529032","4","Chr04","","similar to Os02g0128000 protein",
"GRMZM2G325008","Z. mays","Sobic.002G314500","S. bicolor","one-to-one","68790375","68783910","152438295","152428022","7","Chr02","","",
"GRMZM2G325014","Z. mays","Sobic.004G087200","S. bicolor","one-to-one","7360191","7358639","157833556","157830478","5","Chr04","","weakly similar to Putative uncharacterized protein",
"GRMZM2G325019","Z. mays","Sobic.004G269600","S. bicolor","one-to-one","60694964","60691876","200491114","200487577","5","Chr04","","similar to Pentatricopeptide (PPR) repeat-containing protein-like",
"GRMZM2G325023","Z. mays","Sobic.004G087300","S. bicolor","one-to-one","7362065","7360433","157833533","157830478","5","Chr04","","weakly similar to Putative uncharacterized protein",
"GRMZM2G325026","Z. mays","Sobic.007G118400","S. bicolor","one-to-one","49886318","49881833","216638142","216634765","1","Chr07","","similar to Cytochrome b5-like",
"GRMZM2G325118","Z. mays","Sobic.005G165700","S. bicolor","one-to-one","54632576","54630601","202115986","202114056","4","Chr05","","Predicted protein",
"GRMZM2G325119","Z. mays","Sobic.002G196700","S. bicolor","many-to-many","58543570","58543238","152413164","152411892","7","Chr02","","",
"GRMZM2G325119","Z. mays","Sobic.003G183100","S. bicolor","many-to-many","48617043","48616483","152413164","152411892","7","Chr03","","",
"GRMZM2G325119","Z. mays","Sobic.008G169900","S. bicolor","many-to-many","53048638","53048306","152413164","152411892","7","Chr08","","",
"GRMZM2G325131","Z. mays","Sobic.006G109100","S. bicolor","one-to-one","48737362","48732688","41657690","41652488","2","Chr06","","similar to B0812A04.8 protein",
"GRMZM2G325139","Z. mays","Sobic.006G101100","S. bicolor","one-to-one","48070817","48070112","44389835","44389196","2","Chr06","","weakly similar to Os04g0451700 protein",
"GRMZM2G325217","Z. mays","Sobic.003G158800","S. bicolor","many-to-many","18238468","18235961","30677569","30676118","3","Chr03","","",
"GRMZM2G325217","Z. mays","Sobic.004G063800","S. bicolor","many-to-many","5146455","5145537","30677569","30676118","3","Chr04","","",
"GRMZM2G325221","Z. mays","Sobic.003G158800","S. bicolor","many-to-many","18238468","18235961","30661583","30660665","3","Chr03","","",
"GRMZM2G325221","Z. mays","Sobic.004G063800","S. bicolor","many-to-many","5146455","5145537","30661583","30660665","3","Chr04","","",
"GRMZM2G325238","Z. mays","Sobic.007G089300","S. bicolor","one-to-one","12403533","12383659","142150409","142142630","7","Chr07","","",
"GRMZM2G325350","Z. mays","Sobic.010G201900","S. bicolor","one-to-one","54222703","54219954","107022559","107021009","8","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G325462","Z. mays","Sobic.001G523000","S. bicolor","one-to-one","71603094","71601683","5623139","5622199","1","Chr01","","",
"GRMZM2G325474","Z. mays","Sobic.008G075800","S. bicolor","one-to-one","11217522","11216687","106506228","106505682","3","Chr08","","",
"GRMZM2G325477","Z. mays","Sobic.001G024600","S. bicolor","one-to-one","1939031","1937759","1732479","1731355","5","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G325513","Z. mays","Sobic.006G169900","S. bicolor","one-to-one","53597461","53596509","20727441","20726311","2","Chr06","","similar to OSIGBa0134H18.4 protein",
"GRMZM2G325543","Z. mays","Sobic.001G032500","S. bicolor","many-to-many","2466889","2463521","188769932","188766741","1","Chr01","","",
"GRMZM2G325543","Z. mays","Sobic.002G254400","S. bicolor","many-to-many","64051816","64046867","188769932","188766741","1","Chr02","","",
"GRMZM2G325561","Z. mays","Sobic.010G059400","S. bicolor","one-to-one","4642285","4640050","14653462","14651579","9","Chr10","","",
"GRMZM2G325575","Z. mays","Sobic.005G004500","S. bicolor","one-to-many","366658","363941","183763850","183760831","4","Chr05","","similar to Ferritin-1, chloroplast precursor",
"GRMZM2G325575","Z. mays","Sobic.008G004800","S. bicolor","one-to-many","426046","423586","183763850","183760831","4","Chr08","","",
"GRMZM2G325580","Z. mays","Sobic.007G189900","S. bicolor","one-to-one","61040197","61039308","47227309","47226503","4","Chr07","","similar to Putative uncharacterized protein OSJNBa0033D24.32",
"GRMZM2G325612","Z. mays","Sobic.003G029900","S. bicolor","one-to-one","2661113","2656045","22254270","22250244","8","Chr03","","similar to Cytokinin oxidase/dehydrogenase",
"GRMZM2G325643","Z. mays","Sobic.008G080500","S. bicolor","one-to-one","13811115","13803483","34514507","34507272","10","Chr08","","weakly similar to Expressed protein",
"GRMZM2G325650","Z. mays","Sobic.010G179800","S. bicolor","one-to-one","51549407","51545777","103525146","103523306","6","Chr10","","similar to Kelch repeat-containing F-box-like",
"GRMZM2G325653","Z. mays","Sobic.010G276200","S. bicolor","one-to-one","60782919","60778818","64709182","64704586","5","Chr10","","similar to Seven transmembrane protein Mlo6",
"GRMZM2G325683","Z. mays","Sobic.004G191400","S. bicolor","one-to-one","53601255","53600390","176917333","176916704","5","Chr04","","",
"GRMZM2G325749","Z. mays","Sobic.006G017100","S. bicolor","one-to-one","2651005","2647761","107820874","107818821","2","Chr06","","similar to Putative uncharacterized protein",
"GRMZM2G325783","Z. mays","Sobic.002G313000","S. bicolor","one-to-one","68615615","68610639","151564770","151560052","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G325804","Z. mays","Sobic.009G112800","S. bicolor","one-to-one","45305597","45297225","138380446","138372260","6","Chr09","","similar to Os05g0363500 protein",
"GRMZM2G325850","Z. mays","Sobic.009G243600","S. bicolor","one-to-one","57988252","57986474","166278842","166277494","6","Chr09","","weakly similar to Putative uncharacterized protein OJ1126_B10.17",
"GRMZM2G325907","Z. mays","Sobic.007G039100","S. bicolor","one-to-one","3789693","3786565","81843874","81840592","10","Chr07","","similar to Chromosome chr2 scaffold_132, whole genome shotgun sequence",
"GRMZM2G326111","Z. mays","Sobic.004G018400","S. bicolor","many-to-many","1471784","1469666","167793057","167791848","5","Chr04","","similar to Peptidyl-prolyl cis-trans isomerase",
"GRMZM2G326111","Z. mays","Sobic.004G162000","S. bicolor","many-to-many","50391195","50389652","167793057","167791848","5","Chr04","","similar to Peptidyl-prolyl cis-trans isomerase",
"GRMZM2G326114","Z. mays","Sobic.005G097600","S. bicolor","one-to-one","15759358","15754489","203996146","203991653","4","Chr05","","similar to Putative uncharacterized protein",
"GRMZM2G326116","Z. mays","Sobic.008G106800","S. bicolor","one-to-one","42792050","42786563","135133286","135111818","3","Chr08","","similar to Isoflavone reductase, putative, expressed",
"GRMZM2G326226","Z. mays","Sobic.001G028900","S. bicolor","many-to-many","2255597","2250306","127062493","127055745","6","Chr01","","",
"GRMZM2G326226","Z. mays","Sobic.009G245200","S. bicolor","many-to-many","58098243","58095347","127062493","127055745","6","Chr09","","weakly similar to Ulp1 protease family, C-terminal catalytic domain containing protein",
"GRMZM2G326248","Z. mays","Sobic.001G359900","S. bicolor","one-to-one","57762745","57758995","64020675","64018121","1","Chr01","","weakly similar to Expressed protein",
"GRMZM2G326263","Z. mays","Sobic.002G403500","S. bicolor","one-to-one","75325807","75320737","171085303","171082515","7","Chr02","","similar to Os05g0307200 protein",
"GRMZM2G326270","Z. mays","Sobic.002G403600","S. bicolor","one-to-one","75330400","75327127","171089050","171086132","7","Chr02","","similar to DT-related protein",
"GRMZM2G326328","Z. mays","Sobic.002G403700","S. bicolor","one-to-one","75343112","75334197","171107066","171099116","7","Chr02","","",
"GRMZM2G326465","Z. mays","Sobic.003G080300","S. bicolor","one-to-many","6917059","6916259","20240541","20239813","3","Chr03","","",
"GRMZM2G326465","Z. mays","Sobic.003G081500","S. bicolor","one-to-many","7005894","7004944","20240541","20239813","3","Chr03","","",
"GRMZM2G326472","Z. mays","Sobic.010G207400","S. bicolor","one-to-one","54776132","54770135","93928168","93922466","9","Chr10","","similar to Putative ethylene-inducible CTR1-like protein kinase",
"GRMZM2G326545","Z. mays","Sobic.004G077000","S. bicolor","one-to-one","6386743","6383303","124002436","124000885","5","Chr04","","",
"GRMZM2G326627","Z. mays","Sobic.007G217600","S. bicolor","one-to-one","63336108","63332120","183924404","183921737","1","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G326643","Z. mays","Sobic.001G542500","S. bicolor","one-to-one","73481162","73446521","116097599","116022594","1","Chr01","","",
"GRMZM2G326663","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","7400662","7398153","10","Chr01","","",
"GRMZM2G326663","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","7400662","7398153","10","Chr01","","Predicted protein",
"GRMZM2G326677","Z. mays","Sobic.001G251200","S. bicolor","one-to-one","27158905","27143019","242101942","242085772","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G326734","Z. mays","Sobic.010G209900","S. bicolor","one-to-one","55109571","55105227","96010036","96007817","6","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G326788","Z. mays","Sobic.002G373700","S. bicolor","one-to-one","73134790","73133555","165415552","165413790","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G326869","Z. mays","Sobic.001G472200","S. bicolor","one-to-one","67295295","67292509","25107137","25103399","1","Chr01","","Predicted protein",
"GRMZM2G326933","Z. mays","Sobic.003G346900","S. bicolor","one-to-one","66772979","66772821","182182149","182181543","3","Chr03","","",
"GRMZM2G327037","Z. mays","Sobic.001G229900","S. bicolor","one-to-one","22148941","22146956","107765517","107763559","10","Chr01","","",
"GRMZM2G327042","Z. mays","Sobic.002G423400","S. bicolor","one-to-one","77024952","77023010","174198593","174196452","7","Chr02","","similar to Membrane-associated salt-inducible protein-like",
"GRMZM2G327051","Z. mays","Sobic.009G046000","S. bicolor","one-to-one","4432389","4430813","48568080","48566921","6","Chr09","","similar to Putative uncharacterized protein OSJNBa0072C16.1",
"GRMZM2G327059","Z. mays","Sobic.001G525900","S. bicolor","one-to-one","71800226","71794286","5086704","5080780","1","Chr01","","",
"GRMZM2G327099","Z. mays","Sobic.002G161100","S. bicolor","many-to-many","49745556","49743101","107776364","107769636","10","Chr02","","",
"GRMZM2G327099","Z. mays","Sobic.003G035800","S. bicolor","many-to-many","3280373","3275131","107776364","107769636","10","Chr03","","",
"GRMZM2G327099","Z. mays","Sobic.003G166600","S. bicolor","many-to-many","25767364","25764299","107776364","107769636","10","Chr03","","",
"GRMZM2G327099","Z. mays","Sobic.009G101600","S. bicolor","many-to-many","40504669","40500597","107776364","107769636","10","Chr09","","",
"GRMZM2G327174","Z. mays","Sobic.007G106800","S. bicolor","one-to-one","37068472","37056970","220768108","220760709","1","Chr07","","similar to Expressed protein",
"GRMZM2G327175","Z. mays","Sobic.001G032500","S. bicolor","many-to-many","2466889","2463521","121641890","121640099","1","Chr01","","",
"GRMZM2G327175","Z. mays","Sobic.002G254400","S. bicolor","many-to-many","64051816","64046867","121641890","121640099","1","Chr02","","",
"GRMZM2G327189","Z. mays","Sobic.003G253200","S. bicolor","one-to-one","59223192","59221019","209921032","209919655","3","Chr03","","",
"GRMZM2G327260","Z. mays","Sobic.001G128000","S. bicolor","one-to-one","10054904","10054542","12564122","12563245","5","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G327295","Z. mays","Sobic.006G113100","S. bicolor","one-to-one","49021255","49020538","40638696","40637978","2","Chr06","","weakly similar to Putative uncharacterized protein",
"GRMZM2G327349","Z. mays","Sobic.003G138400","S. bicolor","one-to-one","13422484","13417053","49568298","49564575","3","Chr03","","weakly similar to Os01g0289600 protein",
"GRMZM2G327357","Z. mays","Sobic.003G232100","S. bicolor","one-to-one","57180992","57177995","216089671","216086839","3","Chr03","","Predicted protein",
"GRMZM2G327394","Z. mays","Sobic.002G408200","S. bicolor","one-to-one","75682388","75664190","171830013","171790143","7","Chr02","","similar to Exocyst complex component Sec8-like",
"GRMZM2G327459","Z. mays","Sobic.002G196300","S. bicolor","many-to-one","58516779","58511254","180108218","180099304","2","Chr02","","similar to Putative UBX domain containing 1",
"GRMZM2G327595","Z. mays","Sobic.002G401200","S. bicolor","one-to-one","75129106","75124681","215333218","215329302","2","Chr02","","similar to Serine carboxypeptidase II-3 precursor (EC 3.4.16.6) (CP-MII.3)",
"GRMZM2G327605","Z. mays","Sobic.001G240400","S. bicolor","one-to-one","24671758","24666771","238687818","238682438","1","Chr01","","",
"GRMZM2G327635","Z. mays","Sobic.002G405500","S. bicolor","one-to-one","75464632","75458370","216070724","216065592","2","Chr02","","similar to Ubiquitin carboxyl-terminal hydrolase",
"GRMZM2G327655","Z. mays","Sobic.008G171800","S. bicolor","one-to-one","53218216","53214921","168207361","168205644","7","Chr08","","similar to Transducin family protein, putative, expressed",
"GRMZM2G327659","Z. mays","Sobic.005G133200","S. bicolor","one-to-one","48299935","48280867","200916516","200912556","4","Chr05","","",
"GRMZM2G327692","Z. mays","Sobic.002G405600","S. bicolor","one-to-one","75467111","75464724","216071810","216070250","2","Chr02","","similar to Putative uncharacterized protein P0496C02.128",
"GRMZM2G327741","Z. mays","Sobic.009G084600","S. bicolor","one-to-one","14102007","14101297","110541003","110540260","8","Chr09","","weakly similar to Putative uncharacterized protein B1402B06.12",
"GRMZM2G327907","Z. mays","Sobic.001G310900","S. bicolor","one-to-one","52586106","52584461","85039775","85038717","1","Chr01","","similar to Expressed protein",
"GRMZM2G328094","Z. mays","Sobic.003G110200","S. bicolor","one-to-one","9958691","9956679","6458737","6457162","8","Chr03","","similar to Allyl alcohol dehydrogenase",
"GRMZM2G328133","Z. mays","Sobic.010G163700","S. bicolor","one-to-one","48099705","48099032","105577400","105576388","6","Chr10","","",
"GRMZM2G328171","Z. mays","Sobic.002G055700","S. bicolor","one-to-one","5319344","5317658","10581393","10580269","7","Chr02","","similar to Xylanase inhibitor",
"GRMZM2G328205","Z. mays","Sobic.003G143300","S. bicolor","one-to-one","14236632","14234919","37646788","37646029","8","Chr03","","",
"GRMZM2G328224","Z. mays","Sobic.001G084500","S. bicolor","one-to-one","6527037","6525646","278101776","278100068","1","Chr01","","similar to Putative glucosyl transferase",
"GRMZM2G328309","Z. mays","Sobic.003G290800","S. bicolor","one-to-one","62383266","62362982","202446469","202432328","1","Chr03","","",
"GRMZM2G328341","Z. mays","Sobic.003G345600","S. bicolor","one-to-one","66698522","66696738","169085632","169083905","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G328427","Z. mays","Sobic.008G099900","S. bicolor","one-to-one","40109854","40105751","135725034","135723355","3","Chr08","","similar to Pentatricopeptide, putative",
"GRMZM2G328438","Z. mays","Sobic.009G244200","S. bicolor","one-to-one","58028127","58025511","73656447","73654879","8","Chr09","","",
"GRMZM2G328500","Z. mays","Sobic.001G084100","S. bicolor","one-to-one","6510790","6505907","278199532","278192784","1","Chr01","","similar to UDP-glucose 6-dehydrogenase",
"GRMZM2G328593","Z. mays","Sobic.002G381200","S. bicolor","one-to-one","73674819","73674187","213086809","213086168","2","Chr02","","weakly similar to Putative uncharacterized protein P0524E08.124",
"GRMZM2G328612","Z. mays","Sobic.010G057500","S. bicolor","one-to-one","4512801","4507020","15320329","15311147","9","Chr10","","",
"GRMZM2G328671","Z. mays","Sobic.001G191800","S. bicolor","one-to-one","17006856","17006197","222847652","222845518","1","Chr01","","similar to Putative uncharacterized protein P0485D10.5",
"GRMZM2G328695","Z. mays","Sobic.003G204400","S. bicolor","many-to-one","53451597","53451397","140161688","140161488","8","Chr03","","",
"GRMZM2G328742","Z. mays","Sobic.005G041400","S. bicolor","one-to-one","3845427","3843460","189992872","189990840","4","Chr05","","similar to Similar to probable RAV2-like DNA binding protein [imported]- Arabidopsis thaliana",
"GRMZM2G328780","Z. mays","Sobic.008G154300","S. bicolor","one-to-one","51300576","51297477","116535820","116532741","3","Chr08","","similar to Putative uncharacterized protein",
